Time,Load,User,Temperature(F),Dew Point(F),Humidity(%),Wind,Wind Speed(mph),Wind Gust(mph),Pressure(in),Condition,01Low_temperature,02High_temperature,03High_humidty,04High_heat_and_humidty,05Damaging_Wind_Gusts,06Very_Damaging_Wind_Gusts,07Violent_Wind_Gusts,08Tropical_Storm,09Severe_Tropical_Storm,10Typhoon,11Strong_Typhoon,12Super_Typhoon,13Heavy_Rain,14Heavy_Rain_with_Windy,15Heavy_Rain_Shower,16Heavy_Rain_Shower_with_Windy,17Heavy_T_Storm,18Heavy_T_Storm_with_Windy,19Light_Sleet,20Light_Sleet_with_Windy
2016-06-02 00:15:00,1.5089,U187,83.26083333333332,79.0,83.1,S,10.738333333333332,0.0,29.69,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-02 00:30:00,2.5148,U187,83.065,79.08,83.58,S,11.09,0.0,29.72,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-02 00:45:00,1.7604,U187,82.86916666666667,79.15,84.06,S,11.441666666666666,0.0,29.76,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-02 01:00:00,1.6346,U187,82.67333333333333,79.23,84.54,S,11.793333333333331,0.0,29.8,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-02 01:15:00,1.6346,U187,82.47749999999999,79.31,85.02,S,12.145,0.0,29.84,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-02 01:30:00,1.6346,U187,82.28166666666667,79.39,85.5,S,12.496666666666666,0.0,29.88,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-02 01:45:00,1.5089,U187,82.08583333333334,79.46,85.98,S,12.848333333333333,0.0,29.92,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-02 02:00:00,1.7604,U187,81.89,79.54,86.46,SSW,13.2,0.0,29.96,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-02 02:15:00,1.5089,U187,81.965,79.38,86.9,SSW,13.178333333333333,0.0,29.89,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-02 02:30:00,1.6346,U187,82.04,79.22,87.35,SSW,13.156666666666666,0.0,29.82,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-02 02:45:00,1.6346,U187,82.11500000000001,79.06,87.79,SSW,13.135,0.0,29.76,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-02 03:00:00,1.6346,U187,82.19,78.9,88.23,SSW,13.113333333333332,0.0,29.69,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-02 03:15:00,1.6346,U187,82.265,78.74,88.68,SSW,13.091666666666669,0.0,29.62,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-02 03:30:00,1.5089,U187,82.34,78.59,89.12,SSW,13.07,0.0,29.55,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-02 03:45:00,1.7604,U187,82.415,78.43,89.56,SSW,13.048333333333332,0.0,29.48,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-02 04:00:00,1.5089,U187,82.49000000000001,78.27,90.01,SSW,13.026666666666666,0.0,29.41,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-02 04:15:00,1.5089,U187,82.565,78.11,90.45,SSW,13.005,0.0,29.34,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-02 04:30:00,1.7604,U187,82.64,77.95,90.89,SSW,12.983333333333333,0.0,29.28,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-02 04:45:00,1.5089,U187,82.715,77.79,91.34,SSW,12.961666666666666,0.0,29.21,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-02 05:00:00,1.7604,U187,82.79,77.63,91.78,SSW,12.94,0.0,29.14,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-02 05:15:00,1.5089,U187,82.89833333333334,77.73,91.19,SSW,12.765,0.0,29.2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-02 05:30:00,1.6346,U187,83.00666666666667,77.83,90.6,SSW,12.59,0.0,29.26,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
